kode_existing;nama_toko;brand_kompetitor;alamat;lat;lng;sumber_data;catatan
R30364;WARUNG MADURA FIKRI;TKO;JL.SERENGSENG;-6.2045979;106.7765609;Internal;
R30371;WARUNG BUNDA NAYLA;TKO;JL.JOGLO;-6.1920196;106.7541546;Internal;
R30378;TOKO TISKA;TKO;JL.H.JUNIB;-6.1665453;106.7226733;Internal;
R30404;WARUNG RIZKI;TKO;JL.KRISDORES;-6.2098903;106.7742458;Internal;
R30413;WARUNG H.FIKRI;TKO;JL.TAHA;-6.2040176;106.7684831;Internal;
R30429;WARUNG BAROKAHH;TKO;JL.JOGLO;-6.2213757;106.7412301;Internal;
R30441;WARUNG ANUGRAH MESJID;TKO;JL.KEMBANGAN;-6.1895648;106.7226426;Internal;
R30455;WARUNG CHESILIA;TKO;JL.KELAPA DUA;-6.2152294;106.769453;Internal;
R30464;WARUNG MADURANI;TKO;JL.JOGLO RAYA;-6.2172762;106.7363586;Internal;
R30537;TOKO ABAH 3;TKO;JL.KEBON JERUK;-6.2171989;106.762155;Internal;
R30548;WARUNG KANTIN FATIMAH;KTS;JL.PLAWAD;-6.1791119;106.6688586;Internal;
R30560;WARUNG JIHAN MADURA;TKO;JL.KEMBANGAN;-6.1799037;106.748292;Internal;
R30567;WR ARIF;TKO;JLN HJ NAIM;-6.1823245;106.7356404;Internal;
R30568;WR TIYAS;TKO;JLN HJ NAIM;-6.182291;106.7355778;Internal;
R30574;WR KOLIS;TKO;JALN HJ NAIM;-6.182495;106.7365264;Internal;
R30584;WARUNG ARIS;TKO;JL.SRENGSENG;-6.1920717;106.7548509;Internal;
R30592;WARUNG RIZKI MAULANA;TKO;JL.SRENGSENG;-6.2054136;106.7560811;Internal;
R30611;WARUNG PAK AWI;TKO;JL.KELAPA DUA;-6.2130933;106.7678375;Internal;
R30636;KANTIN SD KEMBANGAN 04;KTS;JL.KEMBANGAN;-6.1803839;106.741176;Internal;
R30721;WARUNG RIJI SEJAHTERA;TKO;JL.JOGLO;-6.2038102;106.7384187;Internal;
R30734;WARUNG RAFJI;TKO;JL.JOGLO;-6.2218977;106.7295477;Internal;
R30739;WARUNG PAK H.CIA;TKO;JL.JOGLO;-6.2191848;106.732988;Internal;
R31534;WARUNG ARSHA;TKO;JL.KP.GUNUNG;-6.1819486;106.6950887;Internal;
R31566;WARUNG RIZKI INDAH 2;TKO;JL.KEMBANGAN;-6.1783072;106.7140359;Internal;
R31568;WARUNG FERDI;TKO;JL.KEMBANGAN;-6.1810915;106.7201747;Internal;
R31573;WARUNH ALIF MADURA;TKO;JL.KEMBANGAN;-6.1921496;106.7256135;Internal;
R31574;WARUNG ANA;TKO;JL.KEMBANGAN;-6.192911;106.7272906;Internal;
R31583;TOKO ZIRFAN;TKO;JL.KEMBANGAN;-6.2036647;106.7352285;Internal;
R31695;WARUNG SEMBAKO ARSIK;TKO;JL.KEMBANGAN;-6.1970576;106.7544961;Internal;
R31748;WARUNG ABI;TKO;JL.MERUYA;-6.1958204;106.7569542;Internal;
R31775;WARUNG BU SISKA;TKO;JL.MERUYA;-6.2093179;106.7672179;Internal;
R31816;WARUNG PAK ISMAIL;TKO;JL.MERUYA;-6.2104638;106.7691076;Internal;
R31911;WARUNG UCOK HUTA;TKO;JL.MERUYA;-6.1777404;106.7434971;Internal;
R31936;WARUNG LINA;TKO;JL.MERUYA;-6.1622166;106.7513978;Internal;
R32026;WARUNG BILBAR;TKO;JL.JOGLO;-6.2207501;106.7293628;Internal;
R32054;WARUNG AINI;TKO;JL.KP.GUNUNG;-6.1827368;106.6996979;Internal;
R32280;WARUNG ABDUL LATIF;TKO;JL.JOGLO;-6.2222424;106.7372679;Internal;
R32283;WARUNG BAROKAH;TKO;JL.KRISDOREN;-6.2099631;106.7742483;Internal;
R32294;WARUNG RQ;TKO;JL.KP.GUNUNG;-6.1826778;106.6996884;Internal;
R32606;WARUNG REBI;TKO;JL.MERUYA;-6.212065;106.737446;Internal;
R32813;WARUNG HAMSAH;TKO;JL.MERUYA;-6.2121308;106.70439;Internal;
R32856;WARUNG JUKI;TKO;JL.MERUYA;-6.2094803;106.7670672;Internal;
R32857;WARUNG LUBIS;TKO;JL.KEBON JERUK;-6.2072744;106.7662901;Internal;
R32870;TOKO SAJILI;TKO;JK.MERUYA;-6.1953528;106.7576273;Internal;
R32881;TOKO BAROKAH MADINAH;TKO;JL.KEMBANGAN;-6.2174359;106.7607811;Internal;
R32906;WARUNG SEMBAKO TATA;TKO;JL.KEMBANGAN;-6.2200966;106.7214943;Internal;
R32959;WARUNG MIA MADURA;TKO;JL.MERPATI;-6.1625413;106.7652507;Internal;
R32966;WARUNG HARAPAN;TKO;JL.KELAPA DUA;-6.2112609;106.7746318;Internal;
R32976;WARUNG CAHAYA BARU;TKO;JL.H.FADHIL;-6.1792137;106.6659582;Internal;
R32978;WARUNG DOA IBU;TKO;JL.H.FADHIL;-6.1793903;106.6687016;Internal;
R33027;WARUNG MADURA H.MAHMUD;TKO;JL.KEMBANGAN;-6.2046176;106.7353188;Internal;
R33056;WARUNG SHIREN;TKO;JL.JOGLO;-6.2258897;106.720306;Internal;
R33065;WARUNG RASKA;TKO;JL.KEMBANGAN;-6.2195596;106.7334837;Internal;
R33091;WARUNG ALI DUA;TKO;JL.SRENGSENG;-6.2104546;106.7676895;Internal;
R33092;WARUNG KELONTONG;TKO;JL.SRENGSENG;-6.2068787;106.7557489;Internal;
R33237;WARUNG BAROKAH BUDE;TKO;JL.KP.GUNUNG;-6.1817277;106.6901878;Internal;
R33264;WARUNG RASYA;TKO;JL.KEMBANGAN;-6.1752469;106.7362545;Internal;
R33267;WARUNG TAMIM;TKO;JL.KEMBANGAN;-6.1956011;106.7543927;Internal;
R33268;WARUNG ZEN;TKO;JL.KEMBANGAN;-6.1951885;106.753522;Internal;
R33277;WARUNG BALKIS;TKO;JL.JOGLO;-6.2157336;106.7235642;Internal;
R33285;WARUNG BAROKAH YASMIN;TKO;JL.KEMBANGAN;-6.1736828;106.7336121;Internal;
R33287;WARING FAJAR;TKO;JL.KEMBANGAN;-6.1738999;106.7337633;Internal;
R33290;WARUNG NIDA;TKO;JL.KEMBANGAN;-6.1751215;106.7345621;Internal;
R33292;WARUNG ALFATIH;TKO;JL.KEMBANGAN;-6.1751953;106.7350293;Internal;
R33296;WARUNG NURUL AINI;TKO;JL.KEMBANGAN;-6.1754848;106.7339539;Internal;
R33321;WARUNG MAMA NAZWA;TKO;JL.KP.GUNUNG;-6.1826335;106.7019334;Internal;
R33326;WARUNG MADURA 3 SAUDARA;TKO;JL.KP.GUNUNG;-6.1807607;106.6880779;Internal;
R33328;WARUNG IKHSAN;TKO;JL.KP.GUNUNG;-6.1846036;106.6913745;Internal;
R33350;WARUNG PUTRASAPUDI;TKO;JL.JOGLO;-6.2227712;106.7326008;Internal;
R33409;WARUNG NADIFA;TKO;JL.KEMBAN8GAN;-6.2247527;106.7115904;Internal;
R33559;WARUNG BAROKAH MADURA;TKO;JL.RADEN SALEH;-6.2029844;106.7187507;Internal;
R33576;WARUNG ZAIN JAYA;TKO;JL.MERUYA;-6.198228;106.7631597;Internal;
R33724;WARUNG BAROKAH;TKO;JL.KEBON JERUK;-6.2166237;106.7700414;Internal;
R33743;WARUNG CAK SALMAN;TKO;JL.KP.GUNUNG;-6.1856638;106.6953962;Internal;
R33747;WARUNG BUNDA;TKO;JL.KP.GUNUNG;-6.1854531;106.6956647;Internal;
R33778;WARUNG RISKI GULO;TKO;JL.KEMBANGAN UTARA;-6.1627441;106.7478837;Internal;
R33843;WARUNG SEMBAKO NABILA;TKO;JL.KEMBANGAN;-6.1815098;106.7314387;Internal;
R33867;WARUNG MAMA RAISA;TKO;JL.MERUYA;-6.1704155;106.7482125;Internal;
R33933;TOKO AMEL;TKO;JL KP.GUNUNG;-6.1860925;106.6898916;Internal;
R33975;WARUNG SULTAN;TKO;JL.BARATA;-6.2127867;106.7061871;Internal;
R34092;WARUNG HIDAYAH;TKO;JL.KEMBAMGAN;-6.1819194;106.721601;Internal;
R34120;WARUNG SEMBAKO KAYLA;TKO;JL.KEMBANGAN UTARA;-6.1728012;106.7332691;Internal;
R34413;WARUNG ARIEK;TKO;JL.JOMAS;-6.1952915;106.7578215;Internal;
R34441;WARUNG RAFLI;TKO;JL KEMBANGAN UTARA;-6.1840317;106.7361852;Internal;
R34443;WARUNG BUNDA AIS;TKO;WARUNH BUNDA AIS;-6.1823476;106.7364296;Internal;
R34446;WARUNG RIZKI;TKO;JL.KEMBANGAN UTARA;-6.1812871;106.7370377;Internal;
R34448;WARUNG MADURA ELIS;TKO;JL KEMBANGAN UTARA;-6.1802841;106.7371032;Internal;
R34488;WARUNG RIFKO;TKO;KEMBANGAN UTARA;-6.1771729;106.7407959;Internal;
R34497;TOKO SAHI;TKO;JL KEMBANGAN SELATAN;-6.1996517;106.7323761;Internal;
R34583;WARUNG ILYAH;TKO;JL KEMBANGAN SELATAN;-6.2202831;106.7244014;Internal;
R34588;WARUNG ZULFAH 2;TKO;JL KEMBANGAN SELATAN;-6.2177138;106.7211411;Internal;
R34693;WARUNH ISTIQOMAH;TKO;JL KEMBANGAN SELATAN;-6.2112745;106.7284573;Internal;
R34784;WARUNG SUMBER BARU;TKO;JL KEMBANGAN SELATAN;-6.22117;106.7310477;Internal;
R34798;WARUNG PIAN;TKO;JL JOGLO;-6.19516;106.7530353;Internal;
R34812;WARUNG MDR;TKO;JL KEMBANGAN SELATAN;-6.2067303;106.734488;Internal;
R34887;WR SAQILA;TKO;JLN KEMANGAN RAYA;-6.1889783;106.7409771;Internal;
R34940;TOKO ANISA;TKO;JL KP GUNUNG;-6.1861908;106.6832838;Internal;
R34948;WARUNG SULTAN 1;TKO;JL KEMBANGAN SELATAN;-6.2073189;106.721458;Internal;
R34989;WARUNG SHINTA;TKO;JL KEMBANGAN SELATAN;-6.2086196;106.7379164;Internal;
R34990;WARUNG ARONAS;TKO;JL KEMBANGAN SELATAN;-6.2093887;106.7382497;Internal;
R35085;WARUNG MUFIDA;TKO;JL KEMBANGAN UTARA;-6.1628686;106.747838;Internal;
R35155;WARUNG AMEL 1;TKO;JL KP GUNUNG;-6.186677;106.6929851;Internal;
R35158;WARUNG JAYA;TKO;JL GONDRONG;-6.1933917;106.7046224;Internal;
R35425;WARUNG SALAM;TKO;JLN KEMANGAN RAYA;-6.1889783;106.7409771;Internal;
R35568;warung contoh;WRG;jl.cengkareng;-6.1594168;106.6874479;Internal;
R12833;TOKO PAK MAN;TKO;MANGGA BESAR;-6.1596228;106.7987365;Internal;
R12885;TOKO LUNA 2;TKO;TAMAN SARI;-6.1555117;106.7970592;Internal;
R12892;TOKO MADURA GASFUL 1;TKO;PEKAPURAN 3;-6.1581644;106.7987218;Internal;
R14037;TOKO IBU SUSI;TKO;JALAN ANGKE JAYA;-6.1480312;106.7987171;Internal;
R16703;TOKO DEWI RABISKI;TKO;JL KARANG ANYAR;-6.1496785;106.798456;Internal;
R19904;TOKO AIRA;TKO;RUSUN TAMBORA;-6.1478192;106.7988324;Internal;
R21219;TOKO SINAR BARU /SRIATI;TKO;JL PEKAPURAN;-6.1572029;106.8010555;Internal;
R21990;TOKO ADIRA;TKO;JALAN PEKOJAN III GANG 2;-6.1495055;106.8000604;Internal;
R22083;TOKO DONI;TKO;JL JEMBATAN BESI 1 RW 01 TAMBORA;-6.1491181;106.7945981;Internal;
R22103;TOKO ANDIKA JAYA;TKO;JL JEMBATAN BESI TAMBORA;-6.1491894;106.7959795;Internal;
R22113;TOKO ZEA;TKO;JL JEMBATAN BESI 1;-6.1490859;106.7974937;Internal;
R22117;TOKO FAJAR;TKO;JL JEMBATAN BESI 1 TAMBORA;-6.1489173;106.798163;Internal;
R22121;TOKO PANDAWA LIMA;TKO;JL JEMBATAN BESI 1;-6.1490973;106.7971835;Internal;
R22123;TOKO KEMBAR;TKO;JL JEMBATAN BESI RAYA TAMBORA;-6.1486826;106.7996506;Internal;
R22133;TOKO RAMAI JAYA;TKO;JL KALI ANGKE;-6.1490266;106.7958223;Internal;
R22144;TOKO YUDI;TKO;JL SAWAH LIO 3;-6.1477765;106.8033324;Internal;
R22169;TOKO ANGGI;TKO;JL KALI ANYAR III;-6.1568007;106.7965974;Internal;
R22174;TOKO RIZKY;TKO;JL KALI ANYAR III;-6.156633;106.7965747;Internal;
R22178;TOKO RAIHAN;TKO;JL KALI ANYAR III JEMBATAN BESI;-6.1563668;106.7965251;Internal;
R22257;TOKO AQIL;TKO;JL KALI ANYAR RAYA;-6.1605518;106.7986145;Internal;
R22263;TOKO SARWOTO;TKO;JL KALIANYAR;-6.1604359;106.7990439;Internal;
R22277;TOKO ALIF;TKO;JL KALI ANYAR TAMBORA;-6.1602727;106.7995198;Internal;
R22286;TOKO ANNISA;TKO;JL KALI ANYAR 10;-6.1601248;106.8000293;Internal;
R22289;TOKO ADIT;TKO;JL KALI ANYAR;-6.1599352;106.8002622;Internal;
R22292;TOKO PRIO;TKO;JL KALI ANYAR TAMBORA;-6.1597615;106.7993351;Internal;
R22335;TOKO FAHRI;TKO;JL KALI ANYAR GG DULIR TAMBORQ;-6.1549043;106.8008152;Internal;
R22337;TOKO SUMBER WARIS;TKO;JL KALI ANYAR X TAMBORA JAKARTA BARAT;-6.1564526;106.8010654;Internal;
R22343;TOKO RAFFA;TKO;JL KALI ANYAR TAMBORA JAKARTA BARAT;-6.1564079;106.7981499;Internal;
R22366;TOKO MASTURI;TKO;JL KALI ANYAR TAMBORA;-6.1564707;106.7975556;Internal;
R22451;TOKO AYU;TKO;JL JEMBATAN II BARAT;-6.1457165;106.7911766;Internal;
R22456;TOKO PRATAMA;TKO;JL JEMBATAN BESI II;-6.148999;106.7929597;Internal;
R22465;TOKO SRIYONO;TKO;JL JEMBATAN BESI II;-6.1497867;106.7933341;Internal;
R22494;TOKO MADURA RYAN;TKO;JL TERATE JEMBATAN LIMA JAKARTA BARAT;-6.1423148;106.8030068;Internal;
R22530;TOKO ANAK MAS;TKO;JL JEMBATAN BESI ANGKE TAMBORA;-6.1449187;106.7908083;Internal;
R22534;TOKO ONDI;TKO;JL JEMBATAN II ANGKE JAKARTA BARAT;-6.147538;106.7921947;Internal;
R22551;TOKO MADURA ANDI;TKO;JL PADA MULYA;-6.1478435;106.7927478;Internal;
R22552;TOKO SLAMET;TKO;JL PADA MULYA ANGKE;-6.1479691;106.7926091;Internal;
R22563;TOKO VINNA;TKO;JL JEMBATAN BESI;-6.1521255;106.7962146;Internal;
R22600;TOKO PURNAMA BAROKAH;TKO;JL PANGERAN TUBAGUS ANGKE;-6.1427091;106.7947398;Internal;
R22627;TOKO YUNITA;TKO;JL JEMBATAN BESI TAMBORA;-6.1509653;106.7959258;Internal;
R22631;TOKO MADURA WINDI;TKO;JL JEMBATAN BESI II;-6.1508583;106.7974249;Internal;
R22669;TOKO BAROKAH 1;TKO;JL JEMBATAN DUA ANGKE;-6.1455099;106.791053;Internal;
R22682;TOKO BU YATI;TKO;JL JEMBATAN BESI;-6.1512731;106.7963495;Internal;
R22684;TOKO LARAS;TKO;JL JEMBATAN BESI;-6.1509088;106.795595;Internal;
R22686;TOKO HAFIDZ;TKO;JL JEMBATAN BESI 2;-6.1509562;106.7956444;Internal;
R22741;TOKO ADI;TKO;JL ANGKE JAYA TAMBORA;-6.1485111;106.7972773;Internal;
R22747;TOKO DOA IBU;TKO;JL ANGKE JAYA TAMBORA;-6.14843;106.7972688;Internal;
R22748;TOKO IBU DES;TKO;JL ANGKE JAYA;-6.1479496;106.7964033;Internal;
R22765;TOKO RIANA INDAH;TKO;JL ANGKE JAYA;-6.1484825;106.7994551;Internal;
R22773;TOKO GIBRAN;TKO;JL ANGKE INDAH;-6.1481707;106.8002468;Internal;
R22779;TOKO MADURA EVA;TKO;JL ANGKE BARAT;-6.1473943;106.8008269;Internal;
R22801;TOKO MARAUKE;TKO;JL JEMBATAN BESI III;-6.1500706;106.7965931;Internal;
R22808;TOKO ALVARO;TKO;JL KRENDANG INDAH;-6.1484017;106.8030033;Internal;
R22813;TOKO DWI;TKO;JL STASIUN JEMBATAN ANGKE;-6.148087;106.8012017;Internal;
R22815;TOKO FIKRI ANGKE;TKO;JL STASIUN ANGKE;-6.1478108;106.8012927;Internal;
R22831;TK AGUS;TKO;JL KALI ANYAR;-6.1576449;106.7978731;Internal;
R22834;TOKO DAENG SITURU;TKO;JL KALI ANYAR V;-6.1581012;106.7980982;Internal;
R22835;TOKO HAFID;TKO;JL KALI ANYAR;-6.1585964;106.7984178;Internal;
R22884;TOKO ZIA ANGKE;TKO;JL PERNIAGAAN JEMBATAN LIMA;-6.1422337;106.8007721;Internal;
R22907;TOKO RAFFA;TKO;JL PEKOJAN;-6.1617789;106.8055562;Internal;
R23058;TOKO SANTI;TKO;JL ANGKE INDAH;-6.1474576;106.7998944;Internal;
R23062;TOKO AISYAH;TKO;JL ANGKE INDAH;-6.1474234;106.7997759;Internal;
R23064;TOKO RIZKY JAYA;TKO;JL ANGKE INDAH JAYA;-6.1475129;106.7994066;Internal;
R23085;TOKO MADURA TIKNO;TKO;JL ANGKE BARAT;-6.1471052;106.8007753;Internal;
R23093;TOKO MADURA RINA;TKO;JL ANGKE INDAH;-6.1455008;106.8006187;Internal;
R23100;TOKO ALVINO;TKO;JL JEMBATAN BESI;-6.1528391;106.7985381;Internal;
R23136;TOKO DURA;TKO;JL KRENDANG TENGAH;-6.1507781;106.8041293;Internal;
R23137;TOKO IBU ROS;TKO;JL KRENDANG TENGAH;-6.1507819;106.8038074;Internal;
R23145;TOKO AZKA KRENDANG;TKO;JL KRENDANG TIMUR GG VII;-6.150617;106.8039867;Internal;
R23150;TOKO JUPRI;TKO;JL KRENDANG BARAT G 2;-6.1492193;106.8018502;Internal;
R23170;TOKO BIANKA;TKO;JL JEMBATAN LIMA;-6.1565635;106.7996995;Internal;
R23173;TOKO PUTRA BUGIS;TKO;JL KRENDANG TENGAH;-6.1510716;106.8036463;Internal;
R23175;TOKO FAIZAL KRENDANV;TKO;JL KRENDANG;-6.15076;106.8054082;Internal;
R23180;TOKO ABI JAYA;TKO;JL KRENDANG TIMUR;-6.1503582;106.8053645;Internal;
R23211;TOKO NIRVANA;TKO;JL KALI ANYAR VIII;-6.158851;106.8011751;Internal;
R23218;TOKO BU YANTI;TKO;JL KALI ANYAR VIII;-6.1586785;106.8002764;Internal;
R23220;TOKO PAK BUDI;TKO;JL KALI ANYAR VIII;-6.1586624;106.8004747;Internal;
R23253;TOKO ARGA;TKO;JLN. KRENDANG BARAT RT 06/06;-6.1511847;106.8033714;Internal;
R23265;TOKO BU WATI;TKO;JL KALI ANYER KEC TAMBORA;-6.1587259;106.7997855;Internal;
R23266;TOKO RATNA;TKO;JL KALI ANYAR VI;-6.157248;106.8002564;Internal;
R23269;TOKO BU INTAN;TKO;JL KALI ANYER KEC TAMBORA;-6.1604411;106.7981601;Internal;
R23272;TOKO HARSIH;TKO;JL KALI ANYER KEC TAMBORA;-6.1604604;106.7981938;Internal;
R23276;TOKO BU MINAH;TKO;JLN KALI ANYER;-6.1599393;106.8002994;Internal;
R23277;TOKO MADURA FATIMAH;TKO;JL SETIA KAWAN TAMBORA;-6.1603763;106.8005491;Internal;
R23287;TOKO BU WATI;TKO;JL JEMBATAN BESI IV;-6.1498653;106.7983889;Internal;
R23315;TOKO AINI;TKO;JL JEMBATAN BESI IV;-6.1498978;106.7999188;Internal;
R23337;TOKO PAK KUMIS;TKO;JL JEMBATAN BESI V;-6.150322;106.7999342;Internal;
R23391;TOKO RENDY;TKO;JL KALI ANYAR VI;-6.1569756;106.7999957;Internal;
R23413;TOKO DEWI;TKO;JL JEMBATAN BESI RAYA;-6.1554205;106.7961483;Internal;
R23421;TOKO NELY;TKO;JL JEMBATAN BESI RAYA;-6.1553068;106.7960639;Internal;
R23425;TOKO ZAIR BAROKAH;TKO;JL KALI ANYAR II;-6.1554977;106.796977;Internal;
R23433;TOKO AISYAH;TKO;JL KALI ANYAR II;-6.1555088;106.7975215;Internal;
R23458;TOKO VERY;TKO;JL KALI ANYAR RAYA;-6.1595284;106.7987589;Internal;
R23460;TOKO ABUN;TKO;JL KALI ANYAR VIII;-6.1587032;106.7988262;Internal;
R23466;TOKO PAK RAHMAT;TKO;JL KALI ANYAR VIII;-6.1586472;106.8009706;Internal;
R23519;TOKO BU HASANAH;TKO;JL KALI ANYAR XI GANG 11;-6.1582433;106.7971065;Internal;
R23523;TOKO WIDARA;TKO;JL KALI ANYAR;-6.1582852;106.7972863;Internal;
R23558;SDN DURI UTARA 01;TKO;JL DURI UTARA 1;-6.154192;106.8029951;Internal;
R23563;SDN DURI UTARA 02 PT;TKO;JL DURI UTARA IV;-6.1540449;106.8042456;Internal;
R23566;SDN DURI UTARA 03;TKO;JL DURI UTARA IV;-6.1540219;106.8042161;Internal;
R23573;SDN DURI UTARA 04 PT;TKO;JL DURI UTARA IV;-6.1539075;106.8042255;Internal;
R23576;SDN DURI UTARA 05;TKO;JL DURI UTARA;-6.1543456;106.8040083;Internal;
R23585;SDN DURI UTARA 06;TKO;JL DURI UTARA;-6.1540403;106.8042486;Internal;
R23824;TOKO MADURA NASRIN;TKO;JL DURI UTARA 1;-6.1548276;106.805225;Internal;
R23828;TOKO ERNA;TKO;JL DURI UTARA;-6.154454;106.8045243;Internal;
R23851;TOKO ANGGA;TKO;JL JEMBATAN BESI II;-6.1507261;106.7997102;Internal;
R23856;TOKO ARIFIN;TKO;JL JEMBATAN BESI II;-6.1604225;106.8005613;Internal;
R23874;TOKO MADURA ROS;TKO;JL KALI ANYAR IV;-6.1565926;106.7990313;Internal;
R23887;TOKO ARSITA;TKO;JL JEMBATAN BESI VI;-6.1516403;106.8009405;Internal;
R23888;TOKO IBU EIS;TKO;JL JEMBATAN BESI VI;-6.1515281;106.8009404;Internal;
R23923;TOKO FAJAR DUA;TKO;JL JEMBATAN BESI;-6.1548659;106.7962746;Internal;
R23926;TOKO SYAMSUL;TKO;JL JEMBATAN BESI;-6.1548091;106.7970359;Internal;
R23945;TOKO MAMAT;TKO;JL JEMBATAN BESI VIII;-6.1548727;106.798036;Internal;
R24002;TOKO BU LIANA;TKO;JL DURI UTARA II;-6.1523419;106.8062293;Internal;
R24035;TOKO WINDA;TKO;JL KALI ANYAR G 3;-6.1598775;106.798236;Internal;
R24058;TOKO INAH;TKO;JL PEKAPURAN VIII;-6.1491422;106.809234;Internal;
R24061;TOKO BAHAGIA;TKO;JL PEKAPURAN VIII;-6.1491225;106.8093187;Internal;
R24064;TOKO JHONI;TKO;JL PEKAPURAN VIII;-6.1487583;106.8086345;Internal;
R24073;TOKO AMEL;TKO;JL JEMBATAN BESI II;-6.1508509;106.8001244;Internal;
R24086;TOKO ISMI TAMBORA;TKO;JL PEKAPURAN V;-6.1487245;106.8107185;Internal;
R24094;TOKO NAFI;TKO;JL SAWAH LIO III;-6.1479083;106.8032491;Internal;
R24120;TOKO PAK MUSA;TKO;JL SAWAH LIO V;-6.1449115;106.8033357;Internal;
R24124;TOKO AZHAR BAROKAH;TKO;JL SAWAH LIO V;-6.1448647;106.8033221;Internal;
R24127;TOKO JIMMY;TKO;JL SAWAH LIO V;-6.1449929;106.80188;Internal;
R24145;TOKO ILHAM;TKO;JL ANGKE INDAH;-6.1468867;106.7992483;Internal;
R24156;TOKO DIAN;TKO;JL JEMBATAN BESI V;-6.1501216;106.8000733;Internal;
R24194;TOKO SAVIRA;TKO;JL KAL ANYAR III;-6.1563526;106.797281;Internal;
R24195;TOKO LISNA;TKO;JL KALI ANYAR;-6.1563675;106.7974562;Internal;
R24204;TOKO IBU NURUL;TKO;JL KALI ANYAR III;-6.1587874;106.7998813;Internal;
R24217;TOKO MOMON;TKO;JL KALI ANYAR VI GANG 1;-6.1572029;106.7992961;Internal;
R24249;TOKO BU YANI;TKO;JL GANG DOKTER SEMERU 6;-6.1591208;106.7983454;Internal;
R24382;TOKO MAMA TASYA;TKO;RUSUN ANGKE;-6.1482367;106.7982636;Internal;
R24590;TOKO YUSBAR;TKO;JL KALI ANYAR X;-6.1604136;106.8001206;Internal;
R24636;TOKO IBU ENOK;TKO;JL KALI ANYAR;-6.1570743;106.7968034;Internal;
R24648;TOKO BU IJJAH;TKO;JL KALI ANYAR;-6.151525;106.8016314;Internal;
R24712;TOKO RION;TKO;JL D RAYA TELUK GONG;-6.158655;106.8005067;Internal;
R24719;TOKO NIA;TKO;GANG DURI INDAH 2;-6.1541011;106.7984052;Internal;
R24729;TOKO ASEP;TKO;JL JEMBATAN BESI;-6.154076;106.7984553;Internal;
R24733;TOKO RIZAL;TKO;JL JEMBATAN BESI;-6.1541875;106.79834;Internal;
R24738;TOKO KOH ACUN;TKO;JL DURI INDAH 2;-6.1542904;106.7984659;Internal;
R24743;TOKO HILUA;TKO;JL GANG DURI INDAH;-6.154359;106.7986989;Internal;
R24802;TOKO BU ICEH;TKO;JL KALI ANYAR X;-6.1597301;106.8005654;Internal;
R24805;TOKO POJOK KIKI;TKO;JL KALI ANYAR;-6.159802;106.8004905;Internal;
R24834;TOKO DEWINDA;TKO;JL LINDUNG;-6.1441601;106.8004834;Internal;
R24835;TOKO IBU INUL;TKO;JL JEMBATAN BESI V;-6.1487982;106.8000541;Internal;
R24839;TOKO HOLID;TKO;JL JEMBATAN BESI 1;-6.1488264;106.8000179;Internal;
R24866;TOKO IBU TIN;TKO;JL KRENDANG RAYA;-6.1514437;106.8053713;Internal;
R24871;TOKO ABRAR;TKO;JL KRENDANG BARAT;-6.1506724;106.8028086;Internal;
R24882;TOKO OVA;TKO;KRENDANG BARAT;-6.1498537;106.8018704;Internal;
R24886;TOKO ANA;TKO;JL PEKAPURAN RAYA;-6.1493544;106.8113626;Internal;
R24895;TOKO FAISAL;TKO;JL TALIB 2;-6.1537226;106.7981103;Internal;
R24921;TOKO FAREL DUA;TKO;JL KALI ANYAR IX;-6.1557655;106.7961563;Internal;
R24922;TOKO ARUNA;TKO;JL KALI ANYAR IX;-6.1556087;106.7961457;Internal;
R24924;TOKO RIVO;TKO;JL KALI ANYAR;-6.1556195;106.7961208;Internal;
R24927;TOKO SEMBAKO MAKASAR;TKO;JL TAMBORA II;-6.1598;106.8005367;Internal;
R24933;TOKO ADHA;TKO;JL KRENDANG BARAT;-6.1500395;106.8019887;Internal;
R24938;TOKO KHARISMA;TKO;JL KRENDANG;-6.1498572;106.8016261;Internal;
R24955;TOKO KOH AHONG;TKO;JL KRENDANG RAYA;-6.1499226;106.8016328;Internal;
R24957;TOKO RIZA KRENDANG;TKO;JL KRENDANG RAYA;-6.1497501;106.8015277;Internal;
R24977;TOKO MADURA UZZA;TKO;JL KRENDANG TENGAH;-6.1490932;106.804551;Internal;
R24980;TOKO ZAKI KRENDANG;TKO;JL KRENDANG TENGAH;-6.149179;106.8041875;Internal;
R24986;TOKO MUTIARA;TKO;JL KRENDANG TENGAH 1;-6.1489053;106.8058188;Internal;
R25066;TOKO RASYIDI;TKO;JL ANGKE JAYA;-6.1478244;106.7964601;Internal;
R25126;TOKO AHMAD;TKO;JL KRENDANG BARAT G 2;-6.1492553;106.8019902;Internal;
R25136;TOKO SULAIMAN;TKO;JL KRENDANG BARAT GANG IV;-6.1493947;106.8019548;Internal;
R25143;TOKO IBU TINI;TKO;JL KRENDANG BARAT GANG 2;-6.1492461;106.8019705;Internal;
R25189;TOKO HASAN;TKO;JL JEMBATAN BESI;-6.14693;106.7992667;Internal;
R25191;TOKO INDAH TAM;TKO;JL TAM;-6.1451205;106.7993385;Internal;
R25194;TOKO PAK UCUNG;TKO;JL PENGAPURAN;-6.149213;106.8086453;Internal;
R25197;TOKO UMI OCI;TKO;JL PENGAPURAB;-6.1492372;106.8087497;Internal;
